更新时间,#genre#
凤凰香港,http://148.135.93.213:81/phenix.php?id=fhhk
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8$LR•IPV4『线路1』
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv#http://stream.qhbtv.com/adws/sd/live.m3u8$LR•IPV4『线路2』
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8$LR•IPV4『线路3』
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8$LR•IPV4『线路4』
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=8ee59707fee3ef96c922e680-167055218938751&wsIPSercert=d24f6d7c9d3646d9533d492d5209384b&wsMonitor=0$LR•IPV4『线路5』
香港卫视,https://stream1.freetv.fun/5335c88a9a7d8b74173b491f480d4f94e8d3bd596af54478106aa2399e6c7917.ctv$LR•IPV4『线路6』
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv$LR•IPV4『线路7』
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639$LR•IPV4『线路8』
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv$LR•IPV4『线路9』
香港卫视,https://stream1.freetv.fun/c751876ae5ceaa0d82b5cf2badc152342aa92a4b45bf504d12ee45966b2fc644.ctv$LR•IPV4『线路10』
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0$LR•IPV4『线路11』
凤凰资讯,http://211.75.171.121:8576/http/61.67.128.137:8078/hls/20/80/phoenixif.m3u8
凤凰中文,http://211.75.171.121:8577/http/61.67.128.137:8078/hls/21/80/phoenixch.m3u8
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as
澳门Mac,http://php.jdshipin.com/PLTV/iptv.php?id=as
澳视澳门,http://php.jdshipin.com/PLTV/iptv.php?id=asam
澳视澳门,http://1b6467f415.iok.la:9931/tsfile/live/1039_1.m3u8
澳视澳门,http://61.244.22.5/ch1/ch1.live/playelist.m3u8
澳门卫视,http://61.244.22.5/ch3/ch3.live/chunklist_w1228316132.m3u8
澳门莲花,http://1033946631.cloudvdn.com/a.m3u8?domain=live-hdl.macaulotustv.com&player=1&streamid=lotustv:lotustv/macaulotustv&v3=1
澳视澳门,http://grandprix2023.asuscomm.com:8891/bysid/91.m3u8
澳视葡语,http://grandprix2023.asuscomm.com:8891/bysid/92.m3u8
澳门资讯,http://grandprix2023.asuscomm.com:8891/bysid/94.m3u8
澳门Mac,http://grandprix2023.asuscomm.com:8891/bysid/96.m3u8
澳门资讯,http://61.244.22.4/ch5/info_ch5.live/chunklist_w1046558591.m3u8
澳门资讯,http://61.244.22.4/ch5/info_ch5.live/master.m3u8
澳门资讯,https://live5.tdm.com.mo/ch5/info_ch5.live/playlist.m3u8
澳视澳门,http://103.233.191.134:1935/ch1/ch1.live/playlist.m3u8
澳视葡文,http://103.233.191.134:1935/ch2/ch2.live/playlist.m3u8
澳视卫星,http://103.233.191.134:1935/ch3/ch3.live/playlist.m3u8
澳视体育,http://103.233.191.134:1935/ch4/sport_ch4.live/playlist.m3u8
澳视资讯,http://103.233.191.134:1935/ch5/info_ch5.live/playlist.m3u8
澳视综艺,http://103.233.191.134:1935/ch6/hd_ch6.live/playlist.m3u8
RTHK-31,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
RTHK-31,http://php.jdshipin.com/PLTV/iptv.php?id=rthk31
RTHK-31,https://cdn5.163189.xyz/live/rthk31/stream.m3u8
RTHK-32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
RTHK-32,http://php.jdshipin.com/PLTV/iptv.php?id=rthk32
RTHK-32,https://cdn5.163189.xyz/live/rthk32/stream.m3u8
RTHK-33(CCTV1),http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
RTHK-33(CCTV1),https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
RTHK-34(CGTN-D),https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK-35(CGTN),https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
天映,http://php.jdshipin.com/smt.php?id=Celestial
天映经典,http://php.jdshipin.com/smt.php?id=Celestial2
天映经典,http://bx.757888.xyz/api.php?id=tyjd
凤凰中文,http://jxiptv.dpdns.org/stream/4gtv/null-3/master.m3u8?u=test&p=9f86d081884c7d659a2feaa0c55ad015a3bf4f1b2b0b822cd15d6c15b0f00a08
凤凰资讯,http://jxiptv.dpdns.org/stream/4gtv/null-4/master.m3u8?u=test&p=9f86d081884c7d659a2feaa0c55ad015a3bf4f1b2b0b822cd15d6c15b0f00a08
凤凰香港,http://jxiptv.dpdns.org/stream/4gtv/null-5/master.m3u8?u=test&p=9f86d081884c7d659a2feaa0c55ad015a3bf4f1b2b0b822cd15d6c15b0f00a08
美亞電影,http://jxiptv.dpdns.org/stream/4gtv/null-10/master.m3u8?u=test&p=9f86d081884c7d659a2feaa0c55ad015a3bf4f1b2b0b822cd15d6c15b0f00a08
PopC,http://jxiptv.dpdns.org/stream/4gtv/popc/master.m3u8?u=test&p=9f86d081884c7d659a2feaa0c55ad015a3bf4f1b2b0b822cd15d6c15b0f00a08
翡翠台 4K,http://jxiptv.dpdns.org/stream/4gtv/4k/master.m3u8?u=test&p=9f86d081884c7d659a2feaa0c55ad015a3bf4f1b2b0b822cd15d6c15b0f00a08
翡翠台,http://jxiptv.dpdns.org/stream/4gtv/null/master.m3u8?u=test&p=9f86d081884c7d659a2feaa0c55ad015a3bf4f1b2b0b822cd15d6c15b0f00a08
明珠台,http://jxiptv.dpdns.org/stream/4gtv/null-1/master.m3u8?u=test&p=9f86d081884c7d659a2feaa0c55ad015a3bf4f1b2b0b822cd15d6c15b0f00a08
無線新聞台,http://jxiptv.dpdns.org/stream/4gtv/null-2/master.m3u8?u=test&p=9f86d081884c7d659a2feaa0c55ad015a3bf4f1b2b0b822cd15d6c15b0f00a08
娛樂新聞台,http://jxiptv.dpdns.org/stream/4gtv/null-6/master.m3u8?u=test&p=9f86d081884c7d659a2feaa0c55ad015a3bf4f1b2b0b822cd15d6c15b0f00a08
黃金翡翠台,http://jxiptv.dpdns.org/stream/4gtv/null-7/master.m3u8?u=test&p=9f86d081884c7d659a2feaa0c55ad015a3bf4f1b2b0b822cd15d6c15b0f00a08
TVB Plus,http://jxiptv.dpdns.org/stream/4gtv/tvbplus/master.m3u8?u=test&p=9f86d081884c7d659a2feaa0c55ad015a3bf4f1b2b0b822cd15d6c15b0f00a08
翡翠台,https://smart.pendy.dpdns.org/Smart.php?id=jade_twn
TVB无线明珠,https://smart.pendy.dpdns.org/Smart.php?id=pearl_twn
TVB无线娱乐,https://smart.pendy.dpdns.org/Smart.php?id=Tvbentertainment
VIUTV英,https://smart.pendy.dpdns.org/Smart.php?id=viusix_twn
RTHK-31,https://smart.pendy.dpdns.org/Smart.php?id=rhk31_twn
RTHK-32,https://smart.pendy.dpdns.org/Smart.php?id=rhk32_twn
天映,https://smart.pendy.dpdns.org/Smart.php?id=Celestial
天映,https://smart.pendy.dpdns.org/Smart.php?id=ctv18_twn
Astr爱奇,https://smart.pendy.dpdns.org/Smart.php?id=Qiyi
AstrQJ国,https://smart.pendy.dpdns.org/Smart.php?id=Quanjia
Astr欢喜,https://smart.pendy.dpdns.org/Smart.php?id=Huahee
凤凰资讯,https://smart.pendy.dpdns.org/Smart.php?id=phoenixinfo_hd
凤凰香港,https://smart.pendy.dpdns.org/Smart.php?id=hkphoenix_twn
astro-QJ,http://php.jdshipin.com/smt.php?id=Quanjia
astroAec,http://php.jdshipin.com/smt.php?id=AEC
astroAod,http://php.jdshipin.com/smt.php?id=Aodhd
astro欢喜,http://php.jdshipin.com/smt.php?id=Huahee
astro爱奇艺,http://php.jdshipin.com/smt.php?id=Qiyi
astroAod,http://php.jdshipin.com/PLTV/iptv.php?id=aod
RTHK-31,https://cdn5.163189.xyz/live/rthk31/stream.m3u8
RTHK-32,https://cdn5.163189.xyz/live/rthk32/stream.m3u8
HOY78,http://cdn.163189.xyz/live/hoy/stream.m3u8
astroAod,http://cdn9.163189.xyz/smt1.1.php?id=Aodhd


💓台湾台📶,#genre#
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
八大戏剧,http://211.72.65.236:8531/.m3u8
八大戏剧,http://122.117.71.103:8530/http/61.222.53.250:8081/hls/66/808/ch23.m3u8
八大戏剧,http://50.7.234.10:8278/badadrama/playlist.m3u8?tid=ME4E4734124647341246&ct=19225&tsum=c4e596572a79ad99675ee2137d1cc43d
八大戏剧,https://stream1.freetv.fun/6b1701a07ea621155cdaa9ee604b6c6ebc763093fafaf493ce7a3c2e206be799.m3u8
八大戏剧,https://stream1.freetv.fun/ba-da-xi-ju-1.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
八大第一,http://50.7.234.10:8278/badafirst/playlist.m3u8?tid=MD2D8073200480732004&ct=19254&tsum=5cb051b366ad3740cebcc06a987d749e
八大第一,http://211.72.65.236:8519/.m3u8
八大第一,http://50.7.234.10:8278/badafirst/playlist.m3u8?tid=MBDB5904995459049954&ct=19193&tsum=ab627e00a84b423b5747a65289eec076
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
八大综合,http://209.141.58.162:4994/proxy?url=http%3A//209.141.58.162%3A5050/litv/4gtv-4gtv039
八大综合,http://211.72.65.236:8520/.m3u8
八大综合,https://stream1.freetv.fun/ba-da-zong-he-2.m3u8
八大综合,https://stream1.freetv.fun/ba-da-zong-he-1.m3u8
八大精彩,http://209.141.58.162:4994/proxy?url=http%3A//209.141.58.162%3A5050/litv/4gtv-4gtv034
八大精彩,https://4gtv.pendy.us.kg/4gtv.php?id=4gtv-4gtv034
Taiwan Good TV General,http://live.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch1-3.m3u8
Taiwan Good TV Truth,http://live.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-3.m3u8
寰宇新聞,http://222.128.55.152:9080/live/hy.m3u8
中天新闻+,http://ali.hlspull.yximgs.com/live/167ztxw2.flv
ELTA娱乐,http://ali.hlspull.yximgs.com/live/awei_aedyl.flv
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8$LR•IPV4『线路1』
东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-4.m3u8$LR•IPV4『线路8』
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
TVBS新闻,https://live.tvfix.org/live/tvbsnews/1/v4000000/index.m3u8
TVBS新闻,http://61.221.215.25:8800/hls/9/index.m3u8
TVBS新闻,http://211.72.65.236:8574/.m3u8
TVBS新闻,http://125.227.210.55:8186/VideoInput/play.ts
TVBS新闻,http://125.227.210.55:8186/VideoInput/play.ts$LR•IPV4『线路6』
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8?$LR•IPV4『线路2』
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8?$LR•IPV4『线路3』
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8$LR•IPV4『线路6』
TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd$LR•IPV4『线路8』
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8$LR•IPV4『线路11』
TVBS,http://209.141.58.162:4994/proxy?url=http%3A//209.141.58.162%3A5050/litv/4gtv-4gtv073
中天新闻,http://ali.hlspull.yximgs.com/live/167_ztxw.flv
民视第一,http://ali.hlspull.yximgs.com/live/awei_msdy.flv
民视闽南,http://ali.hlspull.yximgs.com/live/awei_mstw.flv
东森超视,http://ali.hlspull.yximgs.com/live/awei_dscs.flv
东森综合,http://ali.hlspull.yximgs.com/live/awei_dszh.flv
中天亚洲,http://ali.hlspull.yximgs.com/live/awei_ztyz.flv
中天综合,http://ali.hlspull.yximgs.com/live/awei_ztzh.flv
中天娱乐,http://ali.hlspull.yximgs.com/live/167ztyl.flv
八大第一,http://ali.hlspull.yximgs.com/live/awei_bddy.flv
八大综合,http://ali.hlspull.yximgs.com/live/awei_bdzh.flv
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
东森洋片,http://50.7.234.10:8278/ettvwestern/playlist.m3u8?tid=mfdfc048e6c2416337202&ct=17874&tsum=cad39b26202d525ea820bee1d69e545f
东森幼幼,http://50.7.234.10:8278/yoyo_twn/playlist.m3u8?ct=17874&tid=m84c9b210bc7f11269156&tsum=51340c8fb7ca02ab978ee0791843501d
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
华语,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
三立新闻,http://122.117.71.103:8542/http/61.222.53.250:8081/hls/75/817/ch59.m3u8
三立新闻,https://stream1.freetv.fun/san-li-xin-wen-4.m3u8
三立新闻,https://stream1.freetv.fun/san-li-xin-wen-5.ctv
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
三立戏剧,http://50.7.234.10:8278/sanlixiju_twn/playlist.m3u8?ct=19226&tid=MBDB8405357084053570&tsum=78944c0951d21a699e46fff4318a3799
中视HD,rtmp://f13h.mine.nu/sat/tv091
中视HD,http://50.7.234.10:8278/zhongshihd_twn/playlist.m3u8?ct=19226&tid=MB8B7313326473133264&tsum=ae7506028e559f3a6e2a3519b2f6a91e
中天娱乐,http://50.7.234.10:8278/ctient/playlist.m3u8?tid=MC9C7081133170811331&ct=19249&tsum=8b08b54208f3ee30e12f419d587f46ac
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
生命电视,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
非凡新闻,rtmp://f13h.mine.nu/sat/tv581
非凡新闻,https://4gtv.mytvsuper.xyz/4gtv.php?id=4gtv-4gtv010
纬来综合,http://211.72.65.236:8518/.m3u8
纬来精采,http://61.221.215.25:8800/hls/48/index.m3u8
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
台视,rtmp://f13h.mine.nu/sat/tv071
华视,rtmp://f13h.mine.nu/sat/tv111
MoMoTV,rtmp://f13h.mine.nu/sat/tv761
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
龙华电影,https://cdn8.163189.xyz/live/lhdy/stream.m3u8
龙华经典,https://cdn8.163189.xyz/live/lhjd/stream.m3u8
龙华卡通,https://cdn8.163189.xyz/live/lhkt/stream.m3u8
龙华偶像,https://cdn8.163189.xyz/live/lhox/stream.m3u8
龙华日韩,https://cdn8.163189.xyz/live/lhrh/stream.m3u8
龙华戏剧,https://cdn8.163189.xyz/live/lhxj/stream.m3u8
美亞電影TW,p3p://167.114.175.6:55331/62883c4f000a4ca3c722d5ec04fb74e7
华视新闻,https://stream1.freetv.fun/hua-shi-2.m3u8
华视新闻,http://211.72.65.236:8503/.m3u8
华语电视2,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
华语电视3,http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8
華視戲劇,https://ghp.ci/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV12.m3u8
星光综合台,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
大爱二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
TiTV,http://37.27.111.214:8080/live/2/hls.m3u8
猪哥亮歌厅秀,p3p://167.114.175.6:55331/6452bbf2000d02457466242b0e5c5ea2
猪哥亮歌厅秀,p3p://173.208.176.178:31809/6452bbf2000d02457466242b0e5c5ea2
猪哥亮歌厅秀,p3p://108.181.32.169:28526/642d012f00030a3c0925e9a4065b1986
靖洋戏剧,https://stream1.freetv.fun/jing-yang-xi-ju-1.ctv
靖洋戏剧,p3p://108.181.32.169:26514/642521b000094942ea651baa457674cb
靖洋戏剧,http://104.244.79.187:4994/proxy?url=http%3A//104.244.79.187%3A5050/litv/4gtv-4gtv045
靖洋卡通,http://104.244.79.187:4994/proxy?url=http%3A//104.244.79.187%3A5050/litv/4gtv-4gtv057
大爱1,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱1,https://pulltv2.wanfudaluye.com/live/tv1.m3u8
大爱2,http://pulltv1.wanfudaluye.com/live/tv2.m3u8
大爱2,https://pulltv1.wanfudaluye.com/live/tv2.m3u8
大爱2,http://pulltv2.wanfudaluye.com/live/tv2.m3u8
大爱2,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
EYE-戏剧,https://haoyunlai.serv00.net/Smartv-1.php?id=eyetvxiju_twn
ELTA影剧,https://haoyunlai.serv00.net/Smartv-1.php?id=eltayingju_twn
Astr爱奇,https://haoyunlai.serv00.net/Smartv-1.php?id=Qiyi
AstrQJ国,https://haoyunlai.serv00.net/Smartv-1.php?id=Quanjia
Astr欢喜,https://haoyunlai.serv00.net/Smartv-1.php?id=Huahee
tvbs新闻,http://122.117.71.103:8543/tvbs新闻.m3u8
三立新闻,http://122.117.71.103:8542/三立新闻.m3u8
Obcyoyo,http://122.117.71.103:8515/Obcyoyo.m3u8
纬来电影,http://108.181.20.197/livehttpplay?channel_id=20199
好莱坞电影,http://108.181.20.197/livehttpplay?channel_id=20062
东森洋片,http://108.181.20.197/livehttpplay?channel_id=20080
龙祥时代电影,http://108.181.20.197/livehttpplay?channel_id=20114
龙华日韩,http://108.181.20.197/livehttpplay?channel_id=20081
龙华偶像,http://108.181.20.197/livehttpplay?channel_id=20023
FGM电影,http://108.181.20.197/livehttpplay?channel_id=10123
天映经典,http://108.181.20.197/livehttpplay?channel_id=20063
八大娱乐,http://108.181.20.197/livehttpplay?channel_id=20071
东森财经,http://108.181.20.197/livehttpplay?channel_id=20078
纬来戏剧,http://108.181.20.197/livehttpplay?channel_id=20200
纬来娱乐,http://108.181.20.197/livehttpplay?channel_id=20202
纬来日本,http://108.181.20.197/livehttpplay?channel_id=20303
ELTA体育1,http://108.181.20.197/livehttpplay?channel_id=20043
ELTA体育2,http://108.181.20.197/livehttpplay?channel_id=20107
TVBS精彩,http://108.181.20.197/livehttpplay?channel_id=20136
壹新闻,http://108.181.20.197/livehttpplay?channel_id=20028
台视,http://108.181.20.197/livehttpplay?channel_id=20076
公视,http://108.181.20.197/livehttpplay?channel_id=20087
中视,http://108.181.20.197/livehttpplay?channel_id=20088
星河,http://108.181.20.197/livehttpplay?channel_id=20070
采昌,http://108.181.20.197/livehttpplay?channel_id=20141
ELEVENSPORTS1,http://108.181.20.197/livehttpplay?channel_id=10104
ELEVENSPORTS2,http://108.181.20.197/livehttpplay?channel_id=10105
动画片,http://61.221.215.25:8800/hls/40/index.m3u8
尼克动画,http://108.181.20.197/livehttpplay?channel_id=20089
国兴卫视,http://108.181.20.197/livehttpplay?channel_id=20164
博斯运动,http://108.181.20.197/livehttpplay?channel_id=10131
年代新闻,http://108.181.20.197/livehttpplay?channel_id=20033
龙祥电影,https://pixman.mytvsuper.com.mp/Smart.php?id=lungxiangtime_twn
纬来电影,https://pixman.mytvsuper.com.mp/Smart.php?id=videolandmovie
中天新闻,https://pixman.mytvsuper.com.mp/Smart.php?id=ctinews
tvbs新闻,https://pixman.mytvsuper.com.mp/Smart.php?id=tvbs_n
年代新闻,https://pixman.mytvsuper.com.mp/Smart.php?id=niandainews_twn
民视闽南,https://pixman.mytvsuper.com.mp/Smart.php?id=ftvhd_taiwan
中视闽南,https://pixman.mytvsuper.com.mp/Smart.php?id=zhongshihd_twn
华视闽南,https://pixman.mytvsuper.com.mp/Smart.php?id=ctshd_twn
台视闽南,https://pixman.mytvsuper.com.mp/Smart.php?id=ttv_taiwan
tvbs闽南,https://pixman.mytvsuper.com.mp/Smart.php?id=tvbs
tvbs欢乐,https://pixman.mytvsuper.com.mp/Smart.php?id=tvbshuanle_twn
公视台语,https://pixman.mytvsuper.com.mp/Smart.php?id=ctv2_twn
台视综合,https://pixman.mytvsuper.com.mp/Smart.php?id=ttvzhonghe
八大娱乐,https://pixman.mytvsuper.com.mp/Smart.php?id=badaentertain
东森洋片,https://pixman.mytvsuper.com.mp/Smart.php?id=ettvwestern
东森幼幼,https://pixman.mytvsuper.com.mp/Smart.php?id=yoyo_twn
东森财经,https://pixman.mytvsuper.com.mp/Smart.php?id=ettvcaijing_twn
寰宇财经,https://pixman.mytvsuper.com.mp/Smart.php?id=huanyutaiwan_twn
华艺综合,https://pixman.mytvsuper.com.mp/Smart.php?id=weishichinese_twn
阿里郎综,https://pixman.mytvsuper.com.mp/Smart.php?id=arirang_twn
AXN电影,https://pixman.mytvsuper.com.mp/Smart.php?id=axn_twn
CInemax,https://pixman.mytvsuper.com.mp/Smart.php?id=cinemax_twn
HBo,https://pixman.mytvsuper.com.mp/Smart.php?id=hbohd_twn
HBo家庭,https://pixman.mytvsuper.com.mp/Smart.php?id=fyi_twn
好莱电影,https://pixman.mytvsuper.com.mp/Smart.php?id=hollywoodmovies_twn
龙华经典,https://pixman.mytvsuper.com.mp/Smart.php?id=lunghuajingdian_twn
龙华电影,https://pixman.mytvsuper.com.mp/Smart.php?id=xingwei_movie
龙华偶像,https://pixman.mytvsuper.com.mp/Smart.php?id=lunghuaidol_twn
龙华洋片,https://pixman.mytvsuper.com.mp/Smart.php?id=lunghuawestern_twn
纬来日本,https://pixman.mytvsuper.com.mp/Smart.php?id=videolandjapan
纬来综合,https://pixman.mytvsuper.com.mp/Smart.php?id=videolandzonghe
纬来育乐,https://pixman.mytvsuper.com.mp/Smart.php?id=videolandyule
纬来精彩,https://pixman.mytvsuper.com.mp/Smart.php?id=videolandspecial_twn
靖天国际,https://pixman.mytvsuper.com.mp/Smart.php?id=jingtianintl_twn
靖天卡通,https://pixman.mytvsuper.com.mp/Smart.php?id=jingtiancartoon_twn
大爱壹,https://pixman.mytvsuper.com.mp/Smart.php?id=daai_twn
大爱贰,https://pixman.mytvsuper.com.mp/Smart.php?id=daai2_twn
好消息贰,https://pixman.mytvsuper.com.mp/Smart.php?id=good2_twn
三立闽南,https://pixman.mytvsuper.com.mp/Smart.php?id=sanlitaiwan
ELta影剧,https://pixman.mytvsuper.com.mp/Smart.php?id=eltayingju_twn
ELta综合,https://pixman.mytvsuper.com.mp/Smart.php?id=eltazonghe_twn
ELTA体1,https://pixman.mytvsuper.com.mp/Smart.php?id=eltasport_twn
ELTA体3,https://pixman.mytvsuper.com.mp/Smart.php?id=eltasport3_twn
Eleven一,https://pixman.mytvsuper.com.mp/Smart.php?id=golfchannel_twn
博斯无限,https://pixman.mytvsuper.com.mp/Smart.php?id=bosiunlimited_twn
博斯网球,https://pixman.mytvsuper.com.mp/Smart.php?id=bositennis_twn
博斯运动壹特,https://pixman.mytvsuper.com.mp/Smart.php?id=bosisport1_twn
博斯运动贰特,https://pixman.mytvsuper.com.mp/Smart.php?id=bosisport2_twn
博斯高球壹特,https://pixman.mytvsuper.com.mp/Smart.php?id=bosigolf1_twn
博斯高球贰特,https://pixman.mytvsuper.com.mp/Smart.php?id=bosigolf2_twn
探索亚洲,https://pixman.mytvsuper.com.mp/Smart.php?id=discoverytwn_twn
野生动物,https://pixman.mytvsuper.com.mp/Smart.php?id=natgeowild_twn
亚洲美食,https://pixman.mytvsuper.com.mp/Smart.php?id=afc_twn
亚洲旅游,https://pixman.mytvsuper.com.mp/Smart.php?id=asiatravel_twn
亚洲TLC,https://pixman.mytvsuper.com.mp/Smart.php?id=tlc_twn
EYE-旅游,https://pixman.mytvsuper.com.mp/Smart.php?id=eyetvtravel_twn
EYE-戏剧,https://pixman.mytvsuper.com.mp/Smart.php?id=eyetvxiju_twn
MTv,https://pixman.mytvsuper.com.mp/Smart.php?id=mtvhd_twn
壹新聞,http://108.181.20.197/livehttpplay?channel_id=20028
年代新聞,http://108.181.20.197/livehttpplay?channel_id=20033
国兴卫视,http://108.181.20.197/livehttpplay?channel_id=20164
非凡新聞,rtmp://f13h.mine.nu/sat/tv581
龙祥电影,https://smart.pendy.dpdns.org/Smart.php?id=lungxiangtime_twn
纬来电影,https://smart.pendy.dpdns.org/Smart.php?id=videolandmovie
中天新闻,https://smart.pendy.dpdns.org/Smart.php?id=ctinews
tvbs新闻,https://smart.pendy.dpdns.org/Smart.php?id=tvbs_n
年代新闻,https://smart.pendy.dpdns.org/Smart.php?id=niandainews_twn
民视闽南,https://smart.pendy.dpdns.org/Smart.php?id=ftvhd_taiwan
中视闽南,https://smart.pendy.dpdns.org/Smart.php?id=zhongshihd_twn
华视闽南,https://smart.pendy.dpdns.org/Smart.php?id=ctshd_twn
台视闽南,https://smart.pendy.dpdns.org/Smart.php?id=ttv_taiwan
tvbs闽南,https://smart.pendy.dpdns.org/Smart.php?id=tvbs
tvbs欢乐,https://smart.pendy.dpdns.org/Smart.php?id=tvbshuanle_twn
公视台语,https://smart.pendy.dpdns.org/Smart.php?id=ctv2_twn
台视综合,https://smart.pendy.dpdns.org/Smart.php?id=ttvzhonghe
八大娱乐,https://smart.pendy.dpdns.org/Smart.php?id=badaentertain
东森洋片,https://smart.pendy.dpdns.org/Smart.php?id=ettvwestern
东森幼幼,https://smart.pendy.dpdns.org/Smart.php?id=yoyo_twn
东森财经,https://smart.pendy.dpdns.org/Smart.php?id=ettvcaijing_twn
寰宇财经,https://smart.pendy.dpdns.org/Smart.php?id=huanyutaiwan_twn
华艺综合,https://smart.pendy.dpdns.org/Smart.php?id=weishichinese_twn
阿里郎综,https://smart.pendy.dpdns.org/Smart.php?id=arirang_twn
AXN电影,https://smart.pendy.dpdns.org/Smart.php?id=axn_twn
CInemax,https://smart.pendy.dpdns.org/Smart.php?id=cinemax_twn
HBo,https://smart.pendy.dpdns.org/Smart.php?id=hbohd_twn
HBo家庭,https://smart.pendy.dpdns.org/Smart.php?id=fyi_twn
